order_id,customer_id,order_date,ship_date,ship_mode,payment_mode
7312,770,05-07-22,05-12-22,Standard,COD
7313,161,03-23-23,03-30-23,Express,Card
7314,46,11-30-22,12-03-22,Same Day,Net Banking
7315,969,12-03-23,12-04-23,Express,Card
7316,529,11-27-24,12-01-24,Same Day,Wallet
7317,639,05-24-23,05-25-23,Standard,Card
7318,723,02-01-23,02-03-23,Standard,Card
7319,695,04-10-24,04-17-24,Same Day,UPI
7320,118,02-11-24,02-15-24,Same Day,UPI
7321,333,09-01-24,09-02-24,Same Day,Wallet
7322,759,03-07-22,03-10-22,Standard,Net Banking
7323,185,12-11-24,12-14-24,Standard,Card
7324,125,07-28-23,07-29-23,Standard,Card
7325,834,03-22-24,03-28-24,Express,Wallet
7326,457,09-14-24,09-15-24,Express,Card
7327,183,09-06-22,09-13-22,Express,UPI
7328,542,12-14-22,12-17-22,Same Day,Net Banking
7329,405,07-31-23,08-01-23,Same Day,Card
7330,245,09-26-22,10-03-22,Same Day,Net Banking
7331,529,02-06-22,02-13-22,Same Day,UPI
7332,439,06-07-22,06-14-22,Standard,COD
7333,566,02-04-24,02-07-24,Express,Net Banking
7334,878,05-31-22,06-04-22,Express,UPI
7335,430,05-29-23,06-02-23,Standard,Card
7336,606,03-02-24,03-05-24,Standard,Net Banking
7337,938,07-29-22,08-01-22,Standard,Net Banking
7338,206,06-07-22,06-10-22,Standard,Card
7339,233,12-10-24,12-11-24,Express,COD
7340,61,02-18-22,02-20-22,Same Day,UPI
7341,144,04-09-23,04-13-23,Same Day,Card
7342,87,02-15-22,02-17-22,Express,Wallet
7343,912,04-11-24,04-16-24,Same Day,UPI
7344,730,06-24-22,07-01-22,Express,Net Banking
7345,272,12-15-22,12-22-22,Standard,Card
7346,502,02-01-23,02-07-23,Standard,Card
7347,296,07-20-22,07-26-22,Express,COD
7348,42,05-22-24,05-23-24,Same Day,Wallet
7349,548,04-02-23,04-04-23,Same Day,Card
7350,141,10-02-22,10-06-22,Express,Wallet
7351,450,09-12-22,09-16-22,Standard,Wallet
7352,878,12-13-24,12-15-24,Standard,Card
7353,23,10-10-24,10-11-24,Express,UPI
7354,276,06-28-22,07-05-22,Same Day,Net Banking
7355,187,11-03-24,11-04-24,Standard,Card
7356,185,09-26-24,09-27-24,Express,Card
7357,429,09-06-22,09-07-22,Standard,UPI
7358,452,12-18-22,12-24-22,Standard,COD
7359,129,08-16-24,08-17-24,Standard,UPI
7360,440,08-20-24,08-22-24,Express,Wallet
7361,89,04-13-22,04-20-22,Same Day,UPI
7362,339,11-30-24,12-05-24,Express,Card
7363,433,10-18-24,10-20-24,Same Day,Card
7364,241,05-07-23,05-09-23,Same Day,Net Banking
7365,663,01-24-23,01-27-23,Standard,UPI
7366,730,01-11-23,01-12-23,Express,Net Banking
7367,182,06-20-24,06-21-24,Same Day,UPI
7368,902,06-15-23,06-17-23,Same Day,Card
7369,148,05-03-22,05-09-22,Standard,Net Banking
7370,955,05-15-22,05-20-22,Express,COD
7371,900,06-22-23,06-29-23,Same Day,UPI
7372,217,09-30-22,10-02-22,Express,Card
7373,819,04-27-23,05-02-23,Same Day,Net Banking
7374,731,10-19-22,10-24-22,Standard,UPI
7375,483,09-12-23,09-18-23,Same Day,UPI
7376,748,07-10-23,07-16-23,Standard,COD
7377,794,12-31-24,01-02-25,Express,Wallet
7378,154,08-31-24,09-02-24,Express,Net Banking
7379,216,08-05-23,08-09-23,Same Day,COD
7380,243,12-03-24,12-09-24,Same Day,Net Banking
7381,261,08-24-24,08-30-24,Standard,COD
7382,943,01-25-23,01-27-23,Same Day,Wallet
7383,799,05-28-22,05-30-22,Standard,COD
7384,56,01-10-22,01-16-22,Express,Wallet
7385,519,09-08-24,09-15-24,Same Day,Card
7386,890,04-29-23,05-03-23,Express,Wallet
7387,100,06-23-22,06-29-22,Same Day,Net Banking
7388,116,09-27-23,10-01-23,Express,Net Banking
7389,505,08-12-24,08-13-24,Express,COD
7390,181,10-28-24,10-29-24,Express,Net Banking
7391,520,08-10-23,08-14-23,Same Day,Wallet
7392,725,01-03-23,01-08-23,Express,UPI
7393,933,05-24-23,05-29-23,Same Day,Net Banking
7394,839,08-15-23,08-20-23,Express,Wallet
7395,256,01-23-24,01-29-24,Express,COD
7396,567,09-16-23,09-18-23,Standard,Net Banking
7397,77,05-03-24,05-09-24,Standard,UPI
7398,134,11-04-24,11-07-24,Same Day,Card
7399,999,06-30-22,07-03-22,Express,UPI
7400,466,04-03-23,04-05-23,Express,Card
7401,73,12-23-22,12-28-22,Standard,Card
7402,958,09-15-22,09-22-22,Express,Card
7403,56,09-30-23,10-03-23,Same Day,Card
7404,791,03-30-24,04-04-24,Standard,Card
7405,232,01-04-22,01-05-22,Express,Card
7406,404,10-16-23,10-18-23,Express,Card
7407,533,12-29-23,01-01-24,Express,Wallet
7408,739,02-23-22,02-28-22,Express,COD
7409,396,02-03-24,02-06-24,Express,Card
7410,976,04-06-23,04-08-23,Same Day,COD
7411,988,08-15-23,08-19-23,Standard,COD
7412,672,10-22-23,10-29-23,Same Day,COD
7413,497,10-03-23,10-07-23,Same Day,UPI
7414,866,07-21-23,07-23-23,Same Day,Wallet
7415,977,03-03-22,03-10-22,Standard,COD
7416,546,11-09-23,11-15-23,Same Day,UPI
7417,585,03-16-23,03-19-23,Same Day,Net Banking
7418,318,06-25-22,07-02-22,Same Day,Net Banking
7419,580,05-03-22,05-07-22,Same Day,Card
7420,880,04-25-23,04-26-23,Same Day,COD
7421,51,12-06-23,12-11-23,Same Day,UPI
7422,858,02-15-22,02-21-22,Same Day,Card
7423,373,05-12-24,05-19-24,Standard,UPI
7424,12,03-14-23,03-19-23,Express,COD
7425,943,06-10-23,06-15-23,Express,Wallet
7426,220,11-09-24,11-14-24,Same Day,Card
7427,290,06-25-22,07-02-22,Express,Wallet
7428,611,12-26-22,12-30-22,Express,Card
7429,772,01-07-24,01-08-24,Same Day,UPI
7430,291,10-27-22,11-01-22,Standard,COD
7431,621,05-18-23,05-24-23,Same Day,Net Banking
7432,935,09-10-22,09-12-22,Standard,COD
7433,251,09-09-24,09-15-24,Same Day,Wallet
7434,357,07-31-24,08-03-24,Express,Net Banking
7435,111,09-17-24,09-19-24,Standard,COD
7436,727,03-03-23,03-06-23,Same Day,COD
7437,142,02-19-24,02-21-24,Express,Card
7438,617,07-28-24,07-31-24,Same Day,Net Banking
7439,164,06-15-23,06-22-23,Same Day,Wallet
7440,756,09-10-22,09-14-22,Standard,COD
7441,496,02-25-23,03-01-23,Same Day,Net Banking
7442,404,05-27-24,06-03-24,Standard,Card
7443,406,01-17-24,01-20-24,Standard,Wallet
7444,232,06-25-23,07-01-23,Same Day,Net Banking
7445,301,12-17-22,12-21-22,Standard,Net Banking
7446,518,03-30-24,04-04-24,Same Day,Wallet
7447,323,03-16-22,03-18-22,Express,Net Banking
7448,251,01-29-23,02-05-23,Express,Net Banking
7449,603,04-14-23,04-21-23,Standard,Card
7450,682,04-22-23,04-28-23,Standard,Net Banking
7451,446,03-02-22,03-08-22,Express,COD
7452,464,10-15-22,10-16-22,Express,Wallet
7453,883,12-22-22,12-23-22,Same Day,COD
7454,200,04-19-22,04-24-22,Same Day,UPI
7455,807,02-07-23,02-09-23,Standard,UPI
7456,555,12-02-23,12-07-23,Standard,Wallet
7457,261,12-14-22,12-21-22,Express,Wallet
7458,197,02-16-22,02-21-22,Same Day,Card
7459,457,03-17-22,03-20-22,Same Day,Wallet
7460,434,09-25-23,10-01-23,Express,UPI
7461,735,01-14-23,01-16-23,Same Day,Wallet
7462,542,12-21-23,12-22-23,Standard,Card
7463,686,08-27-23,08-28-23,Express,Wallet
7464,486,10-17-24,10-21-24,Same Day,Net Banking
7465,735,08-08-24,08-15-24,Express,COD
7466,603,06-25-23,06-28-23,Express,Net Banking
7467,665,08-04-24,08-10-24,Express,Wallet
7468,774,11-25-22,11-29-22,Standard,UPI
7469,741,12-21-24,12-26-24,Express,Card
7470,52,11-29-24,12-05-24,Express,Wallet
7471,268,09-19-23,09-21-23,Express,Wallet
7472,141,05-22-22,05-26-22,Same Day,Wallet
7473,278,02-01-23,02-05-23,Same Day,Net Banking
7474,978,02-07-23,02-12-23,Standard,COD
7475,347,08-22-23,08-27-23,Standard,COD
7476,927,03-11-22,03-16-22,Express,Wallet
7477,611,02-05-24,02-06-24,Standard,COD
7478,220,06-15-23,06-16-23,Express,Net Banking
7479,401,10-03-23,10-09-23,Express,Wallet
7480,191,11-17-22,11-24-22,Express,UPI
7481,763,10-26-24,10-27-24,Same Day,UPI
7482,737,12-28-23,01-02-24,Standard,Wallet
7483,928,06-01-23,06-08-23,Same Day,Wallet
7484,653,06-12-24,06-16-24,Express,Wallet
7485,112,02-11-23,02-13-23,Express,Wallet
7486,931,10-07-23,10-14-23,Same Day,Card
7487,672,01-16-22,01-17-22,Express,COD
7488,555,05-05-23,05-07-23,Express,UPI
7489,866,05-19-23,05-21-23,Express,Wallet
7490,31,12-19-22,12-26-22,Express,COD
7491,942,12-17-22,12-23-22,Standard,UPI
7492,806,09-29-22,10-05-22,Express,Wallet
7493,469,07-06-22,07-07-22,Same Day,Card
7494,832,03-28-24,03-29-24,Same Day,Wallet
7495,556,08-19-23,08-23-23,Same Day,Card
7496,801,12-16-24,12-23-24,Standard,COD
7497,678,03-12-23,03-13-23,Express,Card
7498,20,05-13-22,05-19-22,Same Day,Net Banking
7499,765,09-20-22,09-22-22,Same Day,Card
7500,319,01-10-22,01-15-22,Standard,Net Banking
7501,179,08-26-22,08-30-22,Same Day,UPI
7502,154,04-09-23,04-16-23,Express,Card
7503,491,10-29-22,11-01-22,Same Day,UPI
7504,480,01-19-23,01-21-23,Express,COD
7505,527,04-06-24,04-07-24,Standard,Wallet
7506,864,11-02-22,11-05-22,Same Day,Card
7507,914,10-07-23,10-09-23,Same Day,COD
7508,530,03-15-23,03-22-23,Express,UPI
7509,170,12-22-23,12-25-23,Standard,Wallet
7510,696,11-29-22,12-04-22,Standard,COD
7511,620,12-19-24,12-22-24,Express,UPI
7512,95,07-21-23,07-22-23,Express,COD
7513,245,08-28-22,09-01-22,Same Day,COD
7514,425,07-02-24,07-04-24,Express,COD
7515,177,05-14-23,05-17-23,Standard,UPI
7516,364,07-03-23,07-04-23,Express,UPI
7517,686,01-12-24,01-16-24,Same Day,Card
7518,201,01-26-23,01-28-23,Express,Net Banking
7519,948,01-23-23,01-25-23,Same Day,Wallet
7520,678,03-27-24,03-28-24,Standard,Card
7521,373,02-19-24,02-22-24,Express,COD
7522,508,01-24-24,01-30-24,Same Day,UPI
7523,668,01-09-23,01-13-23,Express,COD
7524,418,06-30-23,07-03-23,Same Day,Net Banking
7525,498,08-10-23,08-16-23,Express,COD
7526,212,09-28-22,10-03-22,Standard,Net Banking
7527,352,12-22-23,12-23-23,Express,Net Banking
7528,315,01-07-22,01-13-22,Same Day,Wallet
7529,696,11-30-24,12-07-24,Same Day,Card
7530,398,12-12-23,12-17-23,Same Day,Net Banking
7531,800,08-02-23,08-06-23,Same Day,UPI
7532,57,04-24-23,04-26-23,Same Day,Net Banking
7533,979,06-17-23,06-23-23,Standard,UPI
7534,859,11-12-24,11-18-24,Express,Net Banking
7535,218,04-17-22,04-23-22,Same Day,UPI
7536,885,07-12-22,07-13-22,Standard,Card
7537,610,09-24-24,09-25-24,Express,COD
7538,545,09-14-22,09-20-22,Express,UPI
7539,27,05-18-23,05-24-23,Standard,Card
7540,267,06-16-22,06-18-22,Standard,Card
7541,608,10-14-24,10-21-24,Express,UPI
7542,255,03-05-23,03-10-23,Standard,Card
7543,393,12-20-23,12-22-23,Same Day,COD
7544,879,07-30-22,08-03-22,Express,COD
7545,879,03-31-22,04-01-22,Standard,Wallet
7546,402,09-30-23,10-04-23,Express,UPI
7547,130,07-09-22,07-15-22,Standard,UPI
7548,378,05-14-22,05-16-22,Express,COD
7549,331,12-22-23,12-23-23,Express,Card
7550,231,04-10-24,04-16-24,Express,Card
7551,69,04-29-23,05-04-23,Express,UPI
7552,428,12-03-24,12-09-24,Same Day,Card
7553,896,11-14-22,11-18-22,Express,Net Banking
7554,810,01-18-23,01-24-23,Standard,Card
7555,322,04-27-24,04-29-24,Standard,Card
7556,396,06-25-22,07-02-22,Express,COD
7557,59,02-28-22,03-03-22,Standard,UPI
7558,434,01-24-24,01-29-24,Standard,Card
7559,13,02-03-23,02-06-23,Same Day,Card
7560,467,04-11-23,04-13-23,Express,Wallet
7561,251,05-04-23,05-10-23,Standard,Wallet
7562,624,10-25-24,10-29-24,Same Day,Net Banking
7563,663,04-23-24,04-25-24,Standard,Wallet
7564,848,08-23-24,08-25-24,Same Day,Net Banking
7565,867,07-08-22,07-13-22,Standard,COD
7566,446,10-11-24,10-18-24,Standard,Card
7567,260,10-27-22,11-02-22,Express,COD
7568,68,03-20-23,03-25-23,Same Day,Wallet
7569,697,02-20-24,02-23-24,Standard,UPI
7570,640,12-29-22,01-02-23,Standard,Card
7571,546,05-09-22,05-14-22,Standard,COD
7572,716,06-21-22,06-27-22,Express,COD
7573,647,02-28-24,03-02-24,Express,UPI
7574,266,05-03-22,05-10-22,Same Day,Wallet
7575,690,06-15-23,06-16-23,Standard,UPI
7576,286,06-25-22,07-01-22,Standard,UPI
7577,892,12-08-24,12-15-24,Same Day,Wallet
7578,532,04-26-23,04-30-23,Express,Wallet
7579,779,05-08-24,05-10-24,Same Day,Net Banking
7580,523,11-18-24,11-22-24,Express,Card
7581,460,02-17-23,02-24-23,Same Day,COD
7582,305,01-05-22,01-06-22,Express,COD
7583,517,08-18-22,08-19-22,Standard,Net Banking
7584,343,08-24-24,08-30-24,Standard,Card
7585,46,01-31-23,02-04-23,Express,Wallet
7586,488,08-21-22,08-28-22,Express,COD
7587,515,07-08-22,07-13-22,Same Day,UPI
7588,196,08-20-24,08-24-24,Same Day,Card
7589,312,04-19-23,04-20-23,Same Day,Net Banking
7590,281,09-27-24,09-28-24,Standard,UPI
7591,78,07-30-22,08-03-22,Standard,Net Banking
7592,263,08-14-24,08-21-24,Same Day,UPI
7593,255,10-26-23,11-01-23,Standard,Net Banking
7594,817,07-07-22,07-14-22,Standard,UPI
7595,285,10-17-23,10-21-23,Express,COD
7596,221,02-05-24,02-07-24,Express,Wallet
7597,393,03-12-22,03-19-22,Same Day,Net Banking
7598,621,06-03-24,06-08-24,Standard,COD
7599,826,11-06-22,11-10-22,Same Day,Wallet
7600,688,12-08-23,12-12-23,Express,Card
7601,14,03-17-23,03-20-23,Express,Wallet
7602,133,04-22-23,04-26-23,Standard,Wallet
7603,186,03-03-24,03-08-24,Express,Net Banking
7604,106,05-31-24,06-04-24,Express,Wallet
7605,421,03-09-24,03-16-24,Same Day,Card
7606,28,07-08-23,07-14-23,Standard,COD
7607,198,02-02-24,02-07-24,Same Day,Wallet
7608,508,04-06-24,04-11-24,Same Day,Wallet
7609,94,05-13-22,05-19-22,Same Day,COD
7610,99,07-23-22,07-24-22,Same Day,Net Banking
7611,86,02-20-23,02-23-23,Express,Card
7612,374,04-23-23,04-24-23,Standard,Net Banking
7613,302,08-18-24,08-21-24,Express,COD
7614,849,02-21-22,02-28-22,Express,Net Banking
7615,839,03-05-24,03-09-24,Same Day,COD
7616,258,12-04-23,12-08-23,Standard,Card
7617,451,03-04-23,03-08-23,Same Day,Card
7618,467,01-14-23,01-17-23,Express,Net Banking
7619,413,09-26-23,10-02-23,Same Day,Card
7620,148,02-06-24,02-09-24,Same Day,Wallet
7621,723,05-06-22,05-12-22,Express,Wallet
7622,64,07-31-22,08-03-22,Same Day,Wallet
7623,929,09-28-23,10-01-23,Standard,Wallet
7624,861,02-20-22,02-26-22,Express,COD
7625,272,05-22-23,05-25-23,Same Day,COD
7626,398,04-19-24,04-24-24,Standard,Net Banking
7627,185,04-24-24,04-28-24,Standard,Net Banking
7628,124,12-02-23,12-08-23,Same Day,Card
7629,381,03-04-24,03-05-24,Same Day,COD
7630,515,09-27-24,10-04-24,Express,UPI
7631,676,01-02-23,01-04-23,Same Day,Wallet
7632,820,08-31-22,09-03-22,Express,Net Banking
7633,26,11-12-22,11-15-22,Express,UPI
7634,904,11-09-24,11-15-24,Standard,UPI
7635,70,10-13-22,10-14-22,Express,COD
7636,935,07-21-23,07-22-23,Express,Net Banking
7637,247,03-04-23,03-07-23,Same Day,Wallet
7638,911,03-04-24,03-07-24,Standard,Card
7639,416,04-04-24,04-08-24,Same Day,Wallet
7640,473,11-09-24,11-13-24,Express,Wallet
7641,907,07-18-24,07-23-24,Same Day,Card
7642,9,01-30-23,01-31-23,Same Day,Card
7643,431,12-28-24,01-04-25,Same Day,UPI
7644,381,02-25-22,03-02-22,Standard,UPI
7645,541,09-18-23,09-25-23,Standard,Card
7646,997,07-28-22,07-29-22,Standard,Wallet
7647,558,12-09-23,12-10-23,Same Day,UPI
7648,476,03-12-23,03-17-23,Same Day,Card
7649,149,12-18-24,12-24-24,Same Day,Card
7650,52,09-15-24,09-17-24,Express,COD
7651,37,10-29-22,10-30-22,Express,Net Banking
7652,871,12-13-22,12-19-22,Standard,UPI
7653,554,01-25-23,01-29-23,Same Day,Card
7654,967,10-22-22,10-24-22,Standard,Net Banking
7655,750,07-07-22,07-13-22,Same Day,Wallet
7656,729,05-07-23,05-11-23,Same Day,Net Banking
7657,907,03-06-23,03-08-23,Standard,Wallet
7658,640,11-26-24,11-28-24,Express,UPI
7659,260,09-20-22,09-21-22,Express,Net Banking
7660,868,11-18-22,11-19-22,Same Day,UPI
7661,631,03-29-22,04-01-22,Express,UPI
7662,395,02-03-23,02-08-23,Standard,UPI
7663,812,06-01-23,06-03-23,Standard,Net Banking
7664,124,02-02-23,02-04-23,Standard,UPI
7665,108,05-30-23,06-06-23,Same Day,COD
7666,314,04-13-22,04-14-22,Standard,COD
7667,796,02-18-22,02-20-22,Express,Card
7668,821,06-16-22,06-22-22,Standard,Net Banking
7669,451,10-05-22,10-06-22,Standard,Card
7670,511,06-14-23,06-19-23,Same Day,UPI
7671,222,09-06-23,09-07-23,Standard,UPI
7672,747,12-23-22,12-24-22,Express,Net Banking
7673,156,07-26-22,08-01-22,Same Day,Card
7674,247,06-24-22,06-26-22,Express,COD
7675,264,09-20-24,09-21-24,Standard,Card
7676,148,11-21-24,11-28-24,Express,UPI
7677,123,11-10-24,11-17-24,Same Day,Card
7678,918,03-23-24,03-24-24,Standard,Card
7679,585,05-02-22,05-03-22,Standard,Card
7680,799,04-01-23,04-07-23,Express,COD
7681,118,06-16-22,06-17-22,Standard,Net Banking
7682,960,12-21-24,12-28-24,Standard,UPI
7683,471,03-13-22,03-20-22,Same Day,Net Banking
7684,694,01-27-24,02-01-24,Same Day,Card
7685,953,12-16-22,12-21-22,Express,COD
7686,296,03-03-22,03-08-22,Standard,COD
7687,388,06-30-24,07-03-24,Standard,Net Banking
7688,977,04-24-22,04-25-22,Express,Net Banking
7689,536,12-21-24,12-24-24,Express,Wallet
7690,938,08-30-23,09-04-23,Express,Card
7691,531,08-11-23,08-18-23,Express,UPI
7692,170,09-07-22,09-12-22,Same Day,COD
7693,330,04-14-23,04-16-23,Same Day,COD
7694,336,11-14-23,11-21-23,Standard,Net Banking
7695,470,04-16-24,04-17-24,Same Day,Wallet
7696,512,08-27-23,09-01-23,Express,COD
7697,237,06-20-23,06-22-23,Standard,Wallet
7698,243,04-06-23,04-07-23,Same Day,COD
7699,80,06-29-22,07-05-22,Standard,Wallet
7700,987,08-22-22,08-29-22,Same Day,COD
7701,934,05-16-22,05-20-22,Standard,COD
7702,654,02-05-23,02-12-23,Express,Card
7703,165,10-26-22,11-02-22,Standard,UPI
7704,647,10-25-22,10-27-22,Standard,COD
7705,241,06-26-23,07-02-23,Express,UPI
7706,319,12-26-24,12-30-24,Standard,Wallet
7707,831,02-16-24,02-19-24,Standard,Wallet
7708,863,06-07-23,06-09-23,Same Day,Card
7709,550,11-02-24,11-03-24,Standard,Wallet
7710,116,03-25-23,03-28-23,Same Day,Wallet
7711,589,03-24-23,03-26-23,Standard,Net Banking
7712,171,08-06-23,08-11-23,Express,COD
7713,653,07-03-22,07-07-22,Express,Wallet
7714,224,12-25-24,12-31-24,Standard,Wallet
7715,906,11-03-22,11-10-22,Express,Wallet
7716,517,06-16-24,06-19-24,Standard,Net Banking
7717,664,03-19-22,03-26-22,Express,COD
7718,29,04-08-23,04-10-23,Express,Net Banking
7719,638,07-11-22,07-14-22,Same Day,Net Banking
7720,411,09-01-23,09-06-23,Same Day,Net Banking
7721,103,04-20-24,04-27-24,Standard,Net Banking
7722,879,08-04-24,08-10-24,Express,Net Banking
7723,860,10-06-24,10-10-24,Same Day,COD
7724,764,02-26-23,03-02-23,Express,Net Banking
7725,234,06-19-24,06-22-24,Same Day,Card
7726,594,05-20-22,05-23-22,Standard,COD
7727,91,06-25-24,07-02-24,Same Day,Wallet
7728,674,08-15-22,08-21-22,Standard,Card
7729,172,02-01-23,02-06-23,Express,Net Banking
7730,619,12-08-22,12-13-22,Same Day,Net Banking
7731,826,10-10-23,10-12-23,Same Day,UPI
7732,21,02-28-24,03-05-24,Standard,Card
7733,412,10-20-23,10-27-23,Express,Net Banking
7734,312,08-16-22,08-22-22,Same Day,Net Banking
7735,824,04-27-24,04-29-24,Standard,COD
7736,721,06-21-23,06-25-23,Standard,UPI
7737,576,01-21-22,01-23-22,Express,Wallet
7738,50,11-14-22,11-17-22,Express,Net Banking
7739,12,01-30-24,02-05-24,Express,COD
7740,180,03-24-22,03-31-22,Same Day,Card
7741,577,06-30-23,07-01-23,Same Day,UPI
7742,264,01-29-23,02-01-23,Express,COD
7743,98,07-25-24,07-30-24,Standard,Net Banking
7744,340,05-07-23,05-12-23,Express,Net Banking
7745,924,07-14-23,07-18-23,Express,UPI
7746,945,06-16-23,06-22-23,Express,Card
7747,789,08-23-23,08-24-23,Standard,COD
7748,740,02-25-24,03-03-24,Standard,COD
7749,469,05-18-24,05-25-24,Same Day,COD
7750,636,06-23-22,06-29-22,Same Day,Wallet
7751,811,09-21-24,09-27-24,Standard,Wallet
7752,275,11-19-22,11-21-22,Express,UPI
7753,272,03-02-24,03-07-24,Same Day,Card
7754,772,11-24-22,11-28-22,Express,Wallet
7755,261,11-02-22,11-07-22,Standard,COD
7756,620,10-30-23,11-06-23,Standard,Net Banking
7757,184,08-04-24,08-05-24,Express,COD
7758,599,03-19-23,03-24-23,Standard,COD
7759,747,09-02-23,09-03-23,Standard,UPI
7760,548,01-25-22,02-01-22,Same Day,Net Banking
7761,625,10-29-22,11-05-22,Express,UPI
7762,242,01-02-23,01-06-23,Express,Net Banking
7763,204,12-26-23,01-01-24,Standard,UPI
7764,533,12-29-23,01-03-24,Standard,Net Banking
7765,769,02-10-24,02-14-24,Standard,Wallet
7766,994,03-24-23,03-25-23,Same Day,Wallet
7767,625,12-22-22,12-29-22,Same Day,COD
7768,728,04-16-24,04-17-24,Standard,Net Banking
7769,666,11-05-23,11-09-23,Standard,COD
7770,988,03-31-23,04-05-23,Express,COD
7771,217,12-06-23,12-08-23,Same Day,UPI
7772,141,05-24-22,05-25-22,Same Day,Net Banking
7773,425,09-15-24,09-17-24,Standard,Net Banking
7774,752,09-27-24,10-04-24,Standard,COD
7775,760,11-06-23,11-07-23,Same Day,Net Banking
7776,740,07-15-22,07-21-22,Same Day,Net Banking
7777,611,04-24-22,05-01-22,Standard,UPI
7778,324,10-13-23,10-14-23,Standard,Card
7779,966,03-10-24,03-13-24,Express,Net Banking
7780,637,05-28-24,06-04-24,Standard,COD
7781,848,06-02-24,06-06-24,Express,COD
7782,257,10-05-23,10-12-23,Express,UPI
7783,5,11-22-22,11-26-22,Standard,Wallet
7784,274,09-15-24,09-20-24,Standard,UPI
7785,295,10-07-24,10-11-24,Express,Wallet
7786,982,08-29-22,09-04-22,Express,Card
7787,811,09-16-24,09-17-24,Standard,Net Banking
7788,944,04-27-22,04-29-22,Express,Card
7789,898,10-16-23,10-19-23,Standard,COD
7790,877,04-22-23,04-25-23,Standard,COD
7791,869,07-10-22,07-12-22,Standard,UPI
7792,616,10-07-23,10-10-23,Same Day,Card
7793,384,07-02-23,07-07-23,Standard,Wallet
7794,143,06-30-23,07-06-23,Express,COD
7795,305,06-21-22,06-24-22,Standard,Wallet
7796,599,11-30-23,12-03-23,Same Day,Card
7797,501,09-30-22,10-01-22,Standard,Net Banking
7798,451,04-28-22,04-30-22,Same Day,Wallet
7799,536,06-05-23,06-08-23,Standard,Card
7800,532,07-01-23,07-08-23,Same Day,COD
7801,72,05-31-22,06-06-22,Express,UPI
7802,50,02-05-24,02-08-24,Express,Wallet
7803,871,01-07-22,01-11-22,Express,Net Banking
7804,776,08-07-24,08-09-24,Same Day,COD
7805,854,04-25-22,04-28-22,Standard,Card
7806,78,04-07-23,04-12-23,Express,Card
7807,820,01-26-24,01-28-24,Same Day,Wallet
7808,167,06-12-22,06-19-22,Same Day,Net Banking
7809,75,08-19-23,08-21-23,Standard,UPI
7810,93,11-29-22,12-03-22,Express,Net Banking
7811,605,05-04-22,05-08-22,Standard,UPI
7812,147,12-08-23,12-10-23,Same Day,Wallet
7813,660,08-01-23,08-04-23,Same Day,COD
7814,722,11-06-22,11-11-22,Express,Card
7815,14,10-29-23,11-05-23,Standard,Net Banking
7816,583,04-03-24,04-05-24,Standard,COD
7817,280,09-13-24,09-16-24,Express,Wallet
7818,363,11-21-22,11-24-22,Express,Wallet
7819,22,01-09-22,01-11-22,Standard,UPI
7820,812,04-04-22,04-07-22,Same Day,UPI
7821,146,12-06-24,12-12-24,Standard,UPI
7822,529,02-17-24,02-21-24,Express,Card
7823,877,12-13-24,12-16-24,Express,Card
7824,612,05-01-22,05-04-22,Same Day,UPI
7825,639,03-05-23,03-11-23,Express,Card
7826,122,12-09-24,12-16-24,Standard,COD
7827,100,02-11-23,02-16-23,Express,Net Banking
7828,447,10-28-22,11-04-22,Express,COD
7829,605,03-08-24,03-12-24,Standard,Net Banking
7830,309,05-05-24,05-10-24,Same Day,Net Banking
7831,182,01-21-24,01-23-24,Same Day,Net Banking
7832,330,10-18-22,10-24-22,Same Day,Net Banking
7833,751,11-04-24,11-08-24,Standard,Wallet
7834,200,01-03-24,01-08-24,Standard,Wallet
7835,24,05-22-22,05-25-22,Same Day,Wallet
7836,616,11-12-22,11-17-22,Same Day,COD
7837,177,08-26-24,08-31-24,Standard,COD
7838,944,06-27-23,07-02-23,Express,Card
7839,390,11-09-23,11-13-23,Express,COD
7840,337,02-26-24,03-01-24,Same Day,COD
7841,631,03-29-22,04-01-22,Express,Wallet
7842,455,12-05-23,12-12-23,Standard,Wallet
7843,916,09-21-22,09-25-22,Standard,COD
7844,6,07-16-24,07-17-24,Standard,Wallet
7845,606,10-05-22,10-10-22,Standard,UPI
7846,802,04-06-22,04-11-22,Same Day,Net Banking
7847,338,09-05-24,09-06-24,Express,Wallet
7848,16,08-26-22,09-01-22,Same Day,COD
7849,657,12-12-23,12-15-23,Standard,COD
7850,662,09-17-22,09-21-22,Express,UPI
7851,774,04-19-22,04-25-22,Express,Net Banking
7852,82,10-02-23,10-06-23,Same Day,Card
7853,873,03-31-24,04-03-24,Express,Wallet
7854,510,07-18-24,07-24-24,Standard,Wallet
7855,643,02-17-23,02-22-23,Standard,Card
7856,393,10-18-22,10-23-22,Same Day,Net Banking
7857,497,06-11-24,06-15-24,Same Day,COD
7858,466,03-17-22,03-18-22,Express,UPI
7859,140,08-14-24,08-20-24,Express,Card
7860,409,03-11-22,03-16-22,Express,Card
7861,572,04-09-23,04-10-23,Standard,Net Banking
7862,629,11-09-24,11-12-24,Same Day,Card
7863,81,07-28-23,07-30-23,Same Day,COD
7864,176,01-06-22,01-10-22,Same Day,Net Banking
7865,239,03-29-24,04-02-24,Express,UPI
